id,crime_id,article_id,article_code,owner_id,owner_kind,text,min_value,max_value,unit,normalized_text
threshold_condition_article_250_clause_2_point_l_tu_10_kilogam_den,crime_250,article_250,250,condition_article_250_clause_2_point_l,Condition,từ 10 kilôgam đến,10,,kg,tu 10 kilogam den
threshold_condition_article_250_clause_2_point_l_50_kilogam,crime_250,article_250,250,condition_article_250_clause_2_point_l,Condition,50 kilôgam,50,,kg,50 kilogam
threshold_condition_article_250_clause_2_point_m_tu_20_g,crime_250,article_250,250,condition_article_250_clause_2_point_m,Condition,từ 20 g,20,,g,tu 20 g
threshold_condition_article_250_clause_2_point_m_100_g,crime_250,article_250,250,condition_article_250_clause_2_point_m,Condition,100 g,100,,g,100 g
threshold_condition_article_250_clause_3_point_a_tu_01_kilogam_den,crime_250,article_250,250,condition_article_250_clause_3_point_a,Condition,từ 01 kilôgam đến,01,,kg,tu 01 kilogam den
threshold_condition_article_250_clause_3_point_a_05_kilogam,crime_250,article_250,250,condition_article_250_clause_3_point_a,Condition,05 kilôgam,05,,kg,05 kilogam
threshold_condition_article_250_clause_3_point_b_tu_30_g,crime_250,article_250,250,condition_article_250_clause_3_point_b,Condition,từ 30 g,30,,g,tu 30 g
threshold_condition_article_250_clause_3_point_b_100_g,crime_250,article_250,250,condition_article_250_clause_3_point_b,Condition,100 g,100,,g,100 g
threshold_condition_article_250_clause_3_point_c_tu_25_kilogam_den,crime_250,article_250,250,condition_article_250_clause_3_point_c,Condition,từ 25 kilôgam đến,25,,kg,tu 25 kilogam den
threshold_condition_article_250_clause_3_point_c_75_kilogam,crime_250,article_250,250,condition_article_250_clause_3_point_c,Condition,75 kilôgam,75,,kg,75 kilogam
threshold_condition_article_250_clause_3_point_d_tu_200_kilogam_den,crime_250,article_250,250,condition_article_250_clause_3_point_d,Condition,từ 200 kilôgam đến,200,,kg,tu 200 kilogam den
threshold_condition_article_250_clause_3_point_d_600_kilogam,crime_250,article_250,250,condition_article_250_clause_3_point_d,Condition,600 kilôgam,600,,kg,600 kilogam
threshold_condition_article_250_clause_3_point_d_tu_50_kilogam_den,crime_250,article_250,250,condition_article_250_clause_3_point_d,Condition,từ 50 kilôgam đến,50,,kg,tu 50 kilogam den
threshold_condition_article_250_clause_3_point_d_150_kilogam,crime_250,article_250,250,condition_article_250_clause_3_point_d,Condition,150 kilôgam,150,,kg,150 kilogam
threshold_condition_article_250_clause_3_point_e_tu_100_g,crime_250,article_250,250,condition_article_250_clause_3_point_e,Condition,từ 100 g,100,,g,tu 100 g
threshold_condition_article_250_clause_3_point_e_300_g,crime_250,article_250,250,condition_article_250_clause_3_point_e,Condition,300 g,300,,g,300 g
threshold_condition_article_250_clause_4_point_a_05_kilogam_tro_len,crime_250,article_250,250,condition_article_250_clause_4_point_a,Condition,05 kilôgam trở lên,05,,kg,05 kilogam tro len
threshold_condition_article_250_clause_4_point_b_100_g,crime_250,article_250,250,condition_article_250_clause_4_point_b,Condition,100 g,100,,g,100 g
threshold_condition_article_250_clause_4_point_c_75_kilogam_tro_len,crime_250,article_250,250,condition_article_250_clause_4_point_c,Condition,75 kilôgam trở lên,75,,kg,75 kilogam tro len
threshold_condition_article_250_clause_4_point_d_600_kilogam_tro_len,crime_250,article_250,250,condition_article_250_clause_4_point_d,Condition,600 kilôgam trở lên,600,,kg,600 kilogam tro len
threshold_condition_article_250_clause_4_point_d_150_kilogam_tro_len,crime_250,article_250,250,condition_article_250_clause_4_point_d,Condition,150 kilôgam trở lên,150,,kg,150 kilogam tro len
threshold_condition_article_250_clause_4_point_e_300_g,crime_250,article_250,250,condition_article_250_clause_4_point_e,Condition,300 g,300,,g,300 g
threshold_article_250_clause_1_tu_01_g,crime_250,article_250,250,article_250_clause_1,Clause,từ 01 g,01,,g,tu 01 g
threshold_article_250_clause_1_500_g,crime_250,article_250,250,article_250_clause_1,Clause,500 g,500,,g,500 g
threshold_article_250_clause_1_tu_0_1_g,crime_250,article_250,250,article_250_clause_1,Clause,"từ 0,1 g",0.1,,g,tu 0 1 g
threshold_article_250_clause_1_05_g,crime_250,article_250,250,article_250_clause_1,Clause,05 g,05,,g,05 g
threshold_article_250_clause_1_tu_01_kilogam_den,crime_250,article_250,250,article_250_clause_1,Clause,từ 01 kilôgam đến,01,,kg,tu 01 kilogam den
threshold_article_250_clause_1_10_kilogam,crime_250,article_250,250,article_250_clause_1,Clause,10 kilôgam,10,,kg,10 kilogam
threshold_article_250_clause_1_tu_05_kilogam_den,crime_250,article_250,250,article_250_clause_1,Clause,từ 05 kilôgam đến,05,,kg,tu 05 kilogam den
threshold_article_250_clause_1_50_kilogam,crime_250,article_250,250,article_250_clause_1,Clause,50 kilôgam,50,,kg,50 kilogam
threshold_article_250_clause_1_20_g,crime_250,article_250,250,article_250_clause_1,Clause,20 g,20,,g,20 g
threshold_article_250_clause_2_tu_500_g,crime_250,article_250,250,article_250_clause_2,Clause,từ 500 g,500,,g,tu 500 g
threshold_article_250_clause_2_01_kilogam,crime_250,article_250,250,article_250_clause_2,Clause,01 kilôgam,01,,kg,01 kilogam
threshold_article_250_clause_2_tu_05_g,crime_250,article_250,250,article_250_clause_2,Clause,từ 05 g,05,,g,tu 05 g
threshold_article_250_clause_2_30_g,crime_250,article_250,250,article_250_clause_2,Clause,30 g,30,,g,30 g
threshold_article_250_clause_2_tu_10_kilogam_den,crime_250,article_250,250,article_250_clause_2,Clause,từ 10 kilôgam đến,10,,kg,tu 10 kilogam den
threshold_article_250_clause_2_25_kilogam,crime_250,article_250,250,article_250_clause_2,Clause,25 kilôgam,25,,kg,25 kilogam
threshold_article_250_clause_2_tu_50_kilogam_den,crime_250,article_250,250,article_250_clause_2,Clause,từ 50 kilôgam đến,50,,kg,tu 50 kilogam den
threshold_article_250_clause_2_200_kilogam,crime_250,article_250,250,article_250_clause_2,Clause,200 kilôgam,200,,kg,200 kilogam
threshold_article_250_clause_2_50_kilogam,crime_250,article_250,250,article_250_clause_2,Clause,50 kilôgam,50,,kg,50 kilogam
threshold_article_250_clause_2_tu_20_g,crime_250,article_250,250,article_250_clause_2,Clause,từ 20 g,20,,g,tu 20 g
threshold_article_250_clause_2_100_g,crime_250,article_250,250,article_250_clause_2,Clause,100 g,100,,g,100 g
threshold_article_250_clause_3_tu_01_kilogam_den,crime_250,article_250,250,article_250_clause_3,Clause,từ 01 kilôgam đến,01,,kg,tu 01 kilogam den
threshold_article_250_clause_3_05_kilogam,crime_250,article_250,250,article_250_clause_3,Clause,05 kilôgam,05,,kg,05 kilogam
threshold_article_250_clause_3_tu_30_g,crime_250,article_250,250,article_250_clause_3,Clause,từ 30 g,30,,g,tu 30 g
threshold_article_250_clause_3_100_g,crime_250,article_250,250,article_250_clause_3,Clause,100 g,100,,g,100 g
threshold_article_250_clause_3_tu_25_kilogam_den,crime_250,article_250,250,article_250_clause_3,Clause,từ 25 kilôgam đến,25,,kg,tu 25 kilogam den
threshold_article_250_clause_3_75_kilogam,crime_250,article_250,250,article_250_clause_3,Clause,75 kilôgam,75,,kg,75 kilogam
threshold_article_250_clause_3_tu_200_kilogam_den,crime_250,article_250,250,article_250_clause_3,Clause,từ 200 kilôgam đến,200,,kg,tu 200 kilogam den
threshold_article_250_clause_3_600_kilogam,crime_250,article_250,250,article_250_clause_3,Clause,600 kilôgam,600,,kg,600 kilogam
threshold_article_250_clause_3_tu_50_kilogam_den,crime_250,article_250,250,article_250_clause_3,Clause,từ 50 kilôgam đến,50,,kg,tu 50 kilogam den
threshold_article_250_clause_3_150_kilogam,crime_250,article_250,250,article_250_clause_3,Clause,150 kilôgam,150,,kg,150 kilogam
threshold_article_250_clause_3_tu_100_g,crime_250,article_250,250,article_250_clause_3,Clause,từ 100 g,100,,g,tu 100 g
threshold_article_250_clause_3_300_g,crime_250,article_250,250,article_250_clause_3,Clause,300 g,300,,g,300 g
threshold_article_250_clause_4_05_kilogam_tro_len,crime_250,article_250,250,article_250_clause_4,Clause,05 kilôgam trở lên,05,,kg,05 kilogam tro len
threshold_article_250_clause_4_100_g,crime_250,article_250,250,article_250_clause_4,Clause,100 g,100,,g,100 g
threshold_article_250_clause_4_75_kilogam_tro_len,crime_250,article_250,250,article_250_clause_4,Clause,75 kilôgam trở lên,75,,kg,75 kilogam tro len
threshold_article_250_clause_4_600_kilogam_tro_len,crime_250,article_250,250,article_250_clause_4,Clause,600 kilôgam trở lên,600,,kg,600 kilogam tro len
threshold_article_250_clause_4_150_kilogam_tro_len,crime_250,article_250,250,article_250_clause_4,Clause,150 kilôgam trở lên,150,,kg,150 kilogam tro len
threshold_article_250_clause_4_300_g,crime_250,article_250,250,article_250_clause_4,Clause,300 g,300,,g,300 g
threshold_article_250_clause_5_000_000_dong_den_500_000,crime_250,article_250,250,article_250_clause_5,Clause,000.000 đồng đến 500.000,000.000,500.000,vnd,000 000 dong den 500 000
threshold_article_250_clause_5_000_dong,crime_250,article_250,250,article_250_clause_5,Clause,000 đồng,000,,vnd,000 dong
threshold_article_250_clause_1_point_b_tu_01_g,crime_250,article_250,250,article_250_clause_1_point_b,Point,từ 01 g,01,,g,tu 01 g
threshold_article_250_clause_1_point_b_500_g,crime_250,article_250,250,article_250_clause_1_point_b,Point,500 g,500,,g,500 g
threshold_article_250_clause_1_point_c_tu_0_1_g,crime_250,article_250,250,article_250_clause_1_point_c,Point,"từ 0,1 g",0.1,,g,tu 0 1 g
threshold_article_250_clause_1_point_c_05_g,crime_250,article_250,250,article_250_clause_1_point_c,Point,05 g,05,,g,05 g
threshold_article_250_clause_1_point_d_tu_01_kilogam_den,crime_250,article_250,250,article_250_clause_1_point_d,Point,từ 01 kilôgam đến,01,,kg,tu 01 kilogam den
threshold_article_250_clause_1_point_d_10_kilogam,crime_250,article_250,250,article_250_clause_1_point_d,Point,10 kilôgam,10,,kg,10 kilogam
threshold_article_250_clause_1_point_d_tu_05_kilogam_den,crime_250,article_250,250,article_250_clause_1_point_d,Point,từ 05 kilôgam đến,05,,kg,tu 05 kilogam den
threshold_article_250_clause_1_point_d_50_kilogam,crime_250,article_250,250,article_250_clause_1_point_d,Point,50 kilôgam,50,,kg,50 kilogam
threshold_article_250_clause_1_point_e_tu_01_kilogam_den,crime_250,article_250,250,article_250_clause_1_point_e,Point,từ 01 kilôgam đến,01,,kg,tu 01 kilogam den
threshold_article_250_clause_1_point_e_10_kilogam,crime_250,article_250,250,article_250_clause_1_point_e,Point,10 kilôgam,10,,kg,10 kilogam
threshold_article_250_clause_1_point_g_tu_01_g,crime_250,article_250,250,article_250_clause_1_point_g,Point,từ 01 g,01,,g,tu 01 g
threshold_article_250_clause_1_point_g_20_g,crime_250,article_250,250,article_250_clause_1_point_g,Point,20 g,20,,g,20 g
threshold_article_250_clause_2_point_g_tu_500_g,crime_250,article_250,250,article_250_clause_2_point_g,Point,từ 500 g,500,,g,tu 500 g
threshold_article_250_clause_2_point_g_01_kilogam,crime_250,article_250,250,article_250_clause_2_point_g,Point,01 kilôgam,01,,kg,01 kilogam
threshold_article_250_clause_2_point_h_tu_05_g,crime_250,article_250,250,article_250_clause_2_point_h,Point,từ 05 g,05,,g,tu 05 g
threshold_article_250_clause_2_point_h_30_g,crime_250,article_250,250,article_250_clause_2_point_h,Point,30 g,30,,g,30 g
threshold_article_250_clause_2_point_i_tu_10_kilogam_den,crime_250,article_250,250,article_250_clause_2_point_i,Point,từ 10 kilôgam đến,10,,kg,tu 10 kilogam den
threshold_article_250_clause_2_point_i_25_kilogam,crime_250,article_250,250,article_250_clause_2_point_i,Point,25 kilôgam,25,,kg,25 kilogam
threshold_article_250_clause_2_point_k_tu_50_kilogam_den,crime_250,article_250,250,article_250_clause_2_point_k,Point,từ 50 kilôgam đến,50,,kg,tu 50 kilogam den
threshold_article_250_clause_2_point_k_200_kilogam,crime_250,article_250,250,article_250_clause_2_point_k,Point,200 kilôgam,200,,kg,200 kilogam
threshold_article_250_clause_2_point_l_tu_10_kilogam_den,crime_250,article_250,250,article_250_clause_2_point_l,Point,từ 10 kilôgam đến,10,,kg,tu 10 kilogam den
threshold_article_250_clause_2_point_l_50_kilogam,crime_250,article_250,250,article_250_clause_2_point_l,Point,50 kilôgam,50,,kg,50 kilogam
threshold_article_250_clause_2_point_m_tu_20_g,crime_250,article_250,250,article_250_clause_2_point_m,Point,từ 20 g,20,,g,tu 20 g
threshold_article_250_clause_2_point_m_100_g,crime_250,article_250,250,article_250_clause_2_point_m,Point,100 g,100,,g,100 g
threshold_article_250_clause_3_point_a_tu_01_kilogam_den,crime_250,article_250,250,article_250_clause_3_point_a,Point,từ 01 kilôgam đến,01,,kg,tu 01 kilogam den
threshold_article_250_clause_3_point_a_05_kilogam,crime_250,article_250,250,article_250_clause_3_point_a,Point,05 kilôgam,05,,kg,05 kilogam
threshold_article_250_clause_3_point_b_tu_30_g,crime_250,article_250,250,article_250_clause_3_point_b,Point,từ 30 g,30,,g,tu 30 g
threshold_article_250_clause_3_point_b_100_g,crime_250,article_250,250,article_250_clause_3_point_b,Point,100 g,100,,g,100 g
threshold_article_250_clause_3_point_c_tu_25_kilogam_den,crime_250,article_250,250,article_250_clause_3_point_c,Point,từ 25 kilôgam đến,25,,kg,tu 25 kilogam den
threshold_article_250_clause_3_point_c_75_kilogam,crime_250,article_250,250,article_250_clause_3_point_c,Point,75 kilôgam,75,,kg,75 kilogam
threshold_article_250_clause_3_point_d_tu_200_kilogam_den,crime_250,article_250,250,article_250_clause_3_point_d,Point,từ 200 kilôgam đến,200,,kg,tu 200 kilogam den
threshold_article_250_clause_3_point_d_600_kilogam,crime_250,article_250,250,article_250_clause_3_point_d,Point,600 kilôgam,600,,kg,600 kilogam
threshold_article_250_clause_3_point_d_tu_50_kilogam_den,crime_250,article_250,250,article_250_clause_3_point_d,Point,từ 50 kilôgam đến,50,,kg,tu 50 kilogam den
threshold_article_250_clause_3_point_d_150_kilogam,crime_250,article_250,250,article_250_clause_3_point_d,Point,150 kilôgam,150,,kg,150 kilogam
threshold_article_250_clause_3_point_e_tu_100_g,crime_250,article_250,250,article_250_clause_3_point_e,Point,từ 100 g,100,,g,tu 100 g
threshold_article_250_clause_3_point_e_300_g,crime_250,article_250,250,article_250_clause_3_point_e,Point,300 g,300,,g,300 g
threshold_article_250_clause_4_point_a_05_kilogam_tro_len,crime_250,article_250,250,article_250_clause_4_point_a,Point,05 kilôgam trở lên,05,,kg,05 kilogam tro len
threshold_article_250_clause_4_point_b_100_g,crime_250,article_250,250,article_250_clause_4_point_b,Point,100 g,100,,g,100 g
threshold_article_250_clause_4_point_c_75_kilogam_tro_len,crime_250,article_250,250,article_250_clause_4_point_c,Point,75 kilôgam trở lên,75,,kg,75 kilogam tro len
threshold_article_250_clause_4_point_d_600_kilogam_tro_len,crime_250,article_250,250,article_250_clause_4_point_d,Point,600 kilôgam trở lên,600,,kg,600 kilogam tro len
threshold_article_250_clause_4_point_d_150_kilogam_tro_len,crime_250,article_250,250,article_250_clause_4_point_d,Point,150 kilôgam trở lên,150,,kg,150 kilogam tro len
threshold_article_250_clause_4_point_e_300_g,crime_250,article_250,250,article_250_clause_4_point_e,Point,300 g,300,,g,300 g
threshold_condition_article_251_clause_6_000_000_dong_den_500_000,crime_251,article_251,251,condition_article_251_clause_6,Condition,000.000 đồng đến 500.000,000.000,500.000,vnd,000 000 dong den 500 000
threshold_condition_article_251_clause_6_000_dong,crime_251,article_251,251,condition_article_251_clause_6,Condition,000 đồng,000,,vnd,000 dong
threshold_condition_article_251_clause_2_point_h_tu_500_g,crime_251,article_251,251,condition_article_251_clause_2_point_h,Condition,từ 500 g,500,,g,tu 500 g
threshold_condition_article_251_clause_2_point_h_01_kilogam,crime_251,article_251,251,condition_article_251_clause_2_point_h,Condition,01 kilôgam,01,,kg,01 kilogam
threshold_condition_article_251_clause_2_point_i_tu_05_g,crime_251,article_251,251,condition_article_251_clause_2_point_i,Condition,từ 05 g,05,,g,tu 05 g
threshold_condition_article_251_clause_2_point_i_30_g,crime_251,article_251,251,condition_article_251_clause_2_point_i,Condition,30 g,30,,g,30 g
threshold_condition_article_251_clause_2_point_k_tu_10_kilogam_den,crime_251,article_251,251,condition_article_251_clause_2_point_k,Condition,từ 10 kilôgam đến,10,,kg,tu 10 kilogam den
threshold_condition_article_251_clause_2_point_k_25_kilogam,crime_251,article_251,251,condition_article_251_clause_2_point_k,Condition,25 kilôgam,25,,kg,25 kilogam
threshold_condition_article_251_clause_2_point_l_tu_50_kilogam_den,crime_251,article_251,251,condition_article_251_clause_2_point_l,Condition,từ 50 kilôgam đến,50,,kg,tu 50 kilogam den
threshold_condition_article_251_clause_2_point_l_200_kilogam,crime_251,article_251,251,condition_article_251_clause_2_point_l,Condition,200 kilôgam,200,,kg,200 kilogam
threshold_condition_article_251_clause_2_point_m_tu_10_kilogam_den,crime_251,article_251,251,condition_article_251_clause_2_point_m,Condition,từ 10 kilôgam đến,10,,kg,tu 10 kilogam den
